date,price,volume
2022-02-12,398.07,27142365.31
2022-02-13,403.71,31453156.63
2022-02-14,432.82,103825115.99
2022-02-15,427.59,47177027.26
2022-02-16,402.64,47171433.24
2022-02-17,399.39,53301822.52
2022-02-18,399.84,27253590.88
2022-02-19,380.68,30503789.04
2022-02-20,356.82,50166411.15
2022-02-21,374.49,69959486.16
2022-02-22,365.88,59358352.84
2022-02-23,360.45,71871560.21
2022-02-24,375.01,46492367.71
2022-02-25,373.86,43836538.2
2022-02-26,359.83,55334918.88
2022-02-27,396.03,39506982.74
2022-02-28,408.83,79666330.73
2022-03-01,409.32,68289935.29
2022-03-02,402.77,60717295.74
2022-03-03,374.15,52004882.94
2022-03-04,384.81,49417472.42
2022-03-05,374.84,33395914.37
2022-03-06,380.84,66817327.55
2022-03-07,381.48,48954140.79
2022-03-08,393.4,55127126.81
2022-03-09,372.27,112242263.5
2022-03-10,372.02,38025030.24
2022-03-11,372.46,19289506.27
2022-03-12,361.36,27894376.55
2022-03-13,373.49,40352392.36
2022-03-14,371.76,44224174.13
2022-03-15,385.68,57413377.66
2022-03-16,392.14,35030107.43
2022-03-17,397.44,40049390.89
2022-03-18,400.1,35601000.28
2022-03-19,390.87,45827232.33
2022-03-20,396.15,51252800.11
2022-03-21,404.31,47266443.53
2022-03-22,408.6,43987538.15
